seller,quantity_sold,seller_sales
"Kosic Auto Dealership Inc",1,2500
"Motors Acceptance Corp",1,2500
"Westside Credit Co-op",1,2500
"B.a. Wolfe Powersports Llc",1,2450
"Cantu Motors",1,2450
"Finn's Discount Auto Inc",2,2450
"A Ffordable Cars",1,2450
"A & Z Auto Sales",1,2450
"Puma Auto Sales",1,2400
"Autocentrics Llc",1,2400
"Auto Outlet Llc",3,2400
"Capri Auto Source",1,2400
"First Class Auto",1,2400
"Provident Auto Sales",1,2400
"A-1 Auto Group Llc",1,2400
"Don's Auto Sales",1,2400
"Repo Remarketing/Sesloc Federal Credit Union",1,2400
"Pic & Pay Auto",1,2400
"Titlemax/Fort Worth Tx2",1,2400
"Jefferson Wholesale Llc",1,2400
"7 -11 Autoplex",1,2400
"Green Cap Financial/Dba Lendmark Financial/Jacks",1,2400
"Performance Autoworks Llc",1,2400
"J&g Enterprises",1,2400
"V P Motor Sales Inc",1,2400
"Chief Financial Federal Credit Union",1,2400
"Abids Motors",1,2400
"Quick Cash Funding Llc",1,2400
"Hew Fcu",2,2400
"Mercedes Benz Of Dothan",1,2400
"Future Motorsports Llc",1,2400
"Efc Inc",2,2400
"Quattro Motors",2,2400
"Tompkins Trust Company",1,2400
"Classic Ford Sales Inc",1,2400
"United Car Sales",1,2400
"A+ Fcu",1,2400
"Mission Bay Motors",1,2350
"Dave Delaneys Columbia",1,2350
"Texas Motor",1,2350
"760 Auto Couture",1,2350
"Titlemax / Fredericksburg Va1",4,2350
"Ridge Subarue Motors Inc",2,2350
Santander,1,2350
"University Motors Inc",3,2325
"Destiny Motors",1,2300
"St Cloud Auto Sales Com Llc",1,2300
"Titlemax/Fort Worth Tx4",1,2300
"Shelby Auto Exchange Inc",1,2300
"Ride & Rent",2,2300
"Craig F. Goess Inc",1,2300
"Icon Credit Union",1,2300
"Seanaq Import",1,2300
"First Eagle Funding Corporation",2,2300
"Anytime Auto Group",1,2300
"C.a.s. Sales & Rentals",1,2300
"The Autoplex",2,2300
"Stumpf Motor Company",1,2300
"Salesian Society",1,2300
"Gert's Auto Sales Llc",1,2300
"Lakeview Service Of Clifton Inc",1,2300
"Champion Auto Llc",1,2300
"Marquinas Enterprises",1,2300
"Scs Credit Corporation",1,2300
"Land Autos",1,2300
"Zena Holdings Llc",1,2300
"W H Finance Inc",1,2300
"Titlemax/Stafford Va1",2,2250
"S & S Auto Sales",1,2250
"Exclusive Auto Brokers Llc",1,2250
"Autonation Honda West Knoxville",2,2250
"Cj's Premier Auto",1,2250
"Titlemax/Martin Luther King Ga1",4,2225
"Century Auto Sales",1,2200
"Titlemax/Phoenix Az38",1,2200
"Premium Wheels Usa Llc",1,2200
"Redstone Fcu",1,2200
"Automotive Management Services Inc",1,2200
"Titlebucks/Jonesboro Ga2",1,2200
"Remarketing By Ge/Usa Automotive Inc",1,2200
"Car Expo Us Inc",1,2200
"Oakland County Credit Union",1,2200
"Titlemax/San Bernardino Ca2",2,2200
"Titlemax/Austin Tx15",1,2200
"Koons Automotive Inc",4,2200
"Indy Cars Express Llc",2,2200
"Jims Car Company Llc",1,2200
"Honda & Volvo Of Lisle",1,2200
"Arizona Federal Credit Union",1,2200
"Pyramid Financial Inc",1,2200
"Metrolina Auto Group Llc",1,2200
"Garcia Subaru El Paso",1,2200
"Kemba Financial Credit Union",1,2200
"Cds Auto Wholesalers Llc",2,2200
"3 Amigos Auto Sales Inc",1,2200
"Advanced Car Company",1,2200
"Primeritus Remarketing/The Car Store",2,2200
"United Car Lot Llc",1,2200
"J J Wholesale",1,2200
"Sky Motors Llc",1,2200
"Onemain Rem/Bedouin Auto Sales",1,2200
"Mccafferty Ford Sales Inc",4,2175
"Jp Motors Inc",1,2150
"Credit One Sales Llc",2,2125
"Point Loma Pre Owned Inc",1,2100
"Titlemax/Florence Sc2",1,2100
"Alan Jay Ford Of Wauchula Inc",1,2100
"Lendmark Financial Services/Conyers",1,2100
"Citizens Finance/West Allis",1,2100
"Auto Image",1,2100
"County & Municipal Employees Credit Union",1,2100
"Automax Financial/Dba Cnac",2,2100
"E O Berry Motor Co",1,2100
"Empire Auto Sales Inc",1,2100
"Danny Automotive Inc",1,2100
"Drive Now Financial",1,2100
"Pfs Financial Services/Altamonte Springs",1,2100
"Sc State Federal Credit Union",1,2100
"Lafontaine Ford Of Frankenmuth",1,2100
"Geralds Auto Sales",1,2100
"Prestige Volkswagen Of Stamford",1,2100
"Camacho Auto Sales Inc",2,2100
"Cooper Services Texas Llc",1,2100
"Agriculture Credit Union",1,2100
"Gb Group",1,2100
"Auto Estates Inc",2,2100
"Total Resource Auctions",1,2100
"Derry Area Federal Credit Union",1,2100
"Navigant Credit Union",1,2100
"Affordable Title Loans",1,2100
"Liberty Hyundai Inc",2,2050
"Oregon Auto Finance",2,2050
"Prestige Auto Sales & Trade",1,2050
"Credit Auto Mart Inc",1,2050
"Titlemax/Lake Worth Tx 1",2,2050
"Snt Trailers & Rv Sales",1,2000
"Z&s Auto",1,2000
"J D Motors Llc",1,2000
"Auto Marketing And Sales",1,2000
"Repo Remarketing/Solarity Credit Union",1,2000
"Midway Autohaus",1,2000
"Lito's Auto Sales Llc",1,2000
"Intrigue Motors",1,2000
"Select Auto Group Incorporated",1,2000
"Remarketing By Ge/Uniwyo Fcu",1,2000
"Redline Auto Brokers Llc",1,2000
"Millennium Motor Sales Inc",1,2000
"International Auto Outlet.com",1,2000
"J & M Cars",1,2000
"Car-mart (Nacogdoches)",1,2000
"Electrical Fcu",1,2000
"Vern Michael Enterprise",1,2000
"Alton Motor Group Inc",1,2000
"Herbies Auto Sales",1,2000
"Titlemax/Leon Valley Tx1",3,2000
"Veraxs Corp",2,2000
"Primeritus Remarketing/Bwk Of Columbia",1,2000
"Onemain Rem/Abram Trading Corporation",1,2000
"Fuller Ford",1,2000
"Srp Federal Credit Union",1,2000
"Titlebucks / Gadsden - Al1",1,2000
"Texas Drive L.l.c.",1,2000
"Dealer Consignor",3,2000
"Danns Discount Auto Sales Inc",1,2000
"Heights Financal Corporation/Ohawa",1,2000
"Fusion Auto Group Llc",1,2000
"Luxury Imports Of Nashville Llc",1,2000
"Crest Financial Inc",1,2000
"Carz Of Texas",1,2000
"Automatic Car Credit",1,2000
"R T M Motors",1,2000
"Financeco Of Kansas",1,2000
"Magnetic Enterprises Inc",1,2000
"Top Auto Sales",1,2000
"Z & S Auto League Inc",1,2000
"Southeastern Fcu",1,2000
"Sprint Auto Sales Llc",1,2000
"Crestview Motors Inc",1,2000
"Casablanca Sales",1,2000
"James Hodge Ford-lincoln-merc Inc",1,2000
"Remarketing By Ge/White Eagle Credit Union",1,2000
Paisano,1,2000
"Mcvay Motors Inc",3,2000
"4 H Auto Sales Llc",1,2000
"Car Cash Llc",1,2000
"Dedham Auto Mall",1,2000
"Calens Cars Inc.",1,2000
"Akins Auto Sales",1,2000
"Lafontaine Honda",1,1950
"Chrissys Auto Sales Llc",2,1950
"Galena Park Motors Inc",1,1950
